cluster_id,account_count,avg_total_pnl,avg_win_rate,avg_daily_freq,avg_position_size
0,22,228861.4404999091,0.32673009016469085,61.06140166460139,4928.008581309041
1,4,521225.89367250004,0.5269575830974756,362.44436874646607,4936.244983115918
2,6,529517.2796246667,0.37031757537493365,134.1146696582758,24163.274469229873
